match_id,sport,format,team_a_rating,team_b_rating,nb_sets,score_w,score_l,upset,match_quality_score,source
SM13464,badminton,doubles,1649.1,1643.3,3,56,54,1,1.0,synthetic
SM13465,badminton,doubles,1590.4,1397.3,3,56,52,1,0.9065,synthetic
SM13466,badminton,doubles,1529.9,1535.2,3,59,56,1,1.0,synthetic
SM13467,badminton,doubles,1166.3,1125.9,2,42,32,0,0.8523,synthetic
SM13468,badminton,doubles,1564.3,1539.6,3,54,50,0,0.9681,synthetic
SM13469,badminton,doubles,1381.7,1339.6,2,42,35,1,0.9189,synthetic
SM13470,badminton,doubles,1741.1,1403.8,3,62,49,0,0.7283,synthetic
SM13471,badminton,doubles,1473.6,1332.4,2,43,34,0,0.7924,synthetic
SM13472,badminton,doubles,1483.1,1408.0,2,41,35,1,0.9017,synthetic
SM13473,badminton,doubles,1622.0,1635.1,3,61,53,0,0.9632,synthetic
SM13474,badminton,doubles,1341.5,1212.1,2,42,30,0,0.7804,synthetic
SM13475,badminton,doubles,1743.0,1551.3,2,41,29,0,0.737,synthetic
SM13476,badminton,doubles,1656.0,1588.7,3,58,59,1,1.0,synthetic
SM13477,badminton,doubles,1237.6,1229.6,3,62,50,0,0.9518,synthetic
SM13478,badminton,doubles,1178.2,1188.5,3,56,50,1,1.0,synthetic
SM13479,badminton,doubles,1676.4,1756.6,2,41,30,0,0.8179,synthetic
SM13480,badminton,doubles,1401.2,1380.5,2,41,32,1,0.9202,synthetic
SM13481,badminton,doubles,1607.0,1431.3,3,58,52,1,0.911,synthetic
SM13482,badminton,doubles,1567.4,1601.3,2,42,33,1,0.9127,synthetic
SM13483,badminton,doubles,1638.2,1572.5,3,61,55,0,0.9355,synthetic
SM13484,badminton,doubles,1342.4,1171.4,2,40,37,0,0.8037,synthetic
SM13485,badminton,doubles,1595.0,1365.8,2,40,23,0,0.6726,synthetic
SM13486,badminton,doubles,1411.8,1085.1,2,39,32,0,0.6761,synthetic
SM13487,badminton,doubles,1542.5,1486.7,3,62,51,0,0.9239,synthetic
SM13488,badminton,doubles,1406.6,1410.5,2,41,28,1,0.9054,synthetic
SM13489,badminton,doubles,1385.5,1366.3,2,39,23,0,0.8173,synthetic
SM13490,badminton,doubles,1476.7,1590.4,3,51,55,0,0.9091,synthetic
SM13491,badminton,doubles,1674.2,1683.3,2,40,32,0,0.8828,synthetic
SM13492,badminton,doubles,1426.2,1352.2,2,39,32,1,0.8946,synthetic
SM13493,badminton,doubles,1632.1,1454.4,2,43,34,0,0.7681,synthetic
SM13494,badminton,doubles,1312.2,1104.1,2,41,32,0,0.7453,synthetic
SM13495,badminton,doubles,1322.0,1293.5,3,60,52,1,1.0,synthetic
SM13496,badminton,doubles,1359.3,1001.6,2,41,33,0,0.6516,synthetic
SM13497,badminton,doubles,1495.5,1135.4,2,42,28,0,0.6133,synthetic
SM13498,badminton,doubles,1722.9,1493.4,2,41,33,0,0.7371,synthetic
SM13499,badminton,doubles,1692.3,1261.2,2,41,29,0,0.5774,synthetic
SM13500,badminton,doubles,1665.9,1738.2,2,42,31,1,0.8749,synthetic
SM13501,badminton,doubles,1474.8,1485.8,3,50,50,0,0.9927,synthetic
SM13502,badminton,doubles,1639.9,1344.4,2,42,30,0,0.6697,synthetic
SM13503,badminton,doubles,1191.2,1159.9,2,41,31,0,0.8569,synthetic
SM13504,badminton,doubles,1186.3,1076.9,3,61,55,1,0.9564,synthetic
SM13505,badminton,doubles,1498.2,1473.0,3,52,60,1,1.0,synthetic
SM13506,badminton,doubles,1406.0,1329.3,3,57,44,0,0.8974,synthetic
SM13507,badminton,doubles,1367.4,1256.3,3,55,54,0,0.9223,synthetic
SM13508,badminton,doubles,1530.4,1669.0,2,40,32,0,0.7965,synthetic
SM13509,badminton,doubles,1494.4,1521.7,3,55,57,1,1.0,synthetic
SM13510,badminton,doubles,1639.6,1691.4,3,56,55,0,0.9619,synthetic
SM13511,badminton,doubles,1377.1,1359.4,3,54,46,0,0.9562,synthetic
SM13512,badminton,doubles,1359.3,1084.5,2,41,29,0,0.6816,synthetic
SM13513,badminton,doubles,1414.4,1549.7,2,43,24,0,0.7297,synthetic
SM13514,badminton,doubles,1318.3,1307.3,2,41,34,1,0.9387,synthetic
SM13515,badminton,doubles,1635.9,1495.9,3,60,52,1,0.9281,synthetic
SM13516,badminton,doubles,1368.2,1335.2,2,42,39,1,0.9465,synthetic
SM13517,badminton,doubles,1375.2,1255.7,2,39,37,1,0.8931,synthetic
SM13518,badminton,doubles,1280.8,1382.9,2,44,30,0,0.7896,synthetic
SM13519,badminton,doubles,1690.2,1241.7,2,40,27,0,0.5567,synthetic
SM13520,badminton,doubles,1500.1,1542.1,3,56,54,0,0.9647,synthetic
SM13521,badminton,doubles,1702.5,1502.8,2,41,21,0,0.6712,synthetic
SM13522,badminton,doubles,1324.0,1305.2,3,59,52,1,1.0,synthetic
SM13523,badminton,doubles,1760.6,1873.7,2,41,31,0,0.8024,synthetic
SM13524,badminton,doubles,1280.9,1020.5,3,58,50,0,0.7968,synthetic
SM13525,badminton,doubles,1300.6,1333.5,2,42,31,0,0.8511,synthetic
SM13526,badminton,doubles,1268.8,1211.6,3,54,51,1,1.0,synthetic
SM13527,badminton,doubles,1478.2,1465.4,2,44,37,0,0.8902,synthetic
SM13528,badminton,doubles,1427.1,1127.8,2,42,25,0,0.6323,synthetic
SM13529,badminton,doubles,1483.0,1297.0,2,40,31,0,0.7586,synthetic
SM13530,badminton,doubles,1528.5,1342.5,2,41,26,0,0.7198,synthetic
SM13531,badminton,doubles,1576.1,1668.4,3,63,43,1,0.913,synthetic
SM13532,badminton,doubles,1354.3,1416.3,3,61,53,1,0.9806,synthetic
SM13533,badminton,doubles,1563.1,1622.5,2,39,31,0,0.848,synthetic
SM13534,badminton,doubles,1341.4,1118.7,2,42,32,0,0.7308,synthetic
SM13535,badminton,doubles,1388.8,1540.5,3,57,52,1,0.9305,synthetic
SM13536,badminton,doubles,1261.3,1171.0,3,56,56,0,0.9398,synthetic
SM13537,badminton,doubles,1581.0,1222.6,2,40,35,0,0.6677,synthetic
SM13538,badminton,doubles,1723.7,1568.0,3,61,53,0,0.8681,synthetic
SM13539,badminton,doubles,1686.5,1660.3,2,41,33,0,0.8726,synthetic
SM13540,badminton,doubles,1467.5,1634.0,2,41,24,0,0.7177,synthetic
SM13541,badminton,doubles,1471.5,1218.4,2,38,26,0,0.6896,synthetic
SM13542,badminton,doubles,1368.0,1212.8,2,41,33,0,0.7866,synthetic
SM13543,badminton,doubles,1686.1,1430.8,2,40,35,0,0.7365,synthetic
SM13544,badminton,doubles,1487.2,1504.1,3,60,50,0,0.9524,synthetic
SM13545,badminton,doubles,1053.5,1014.2,3,55,55,1,1.0,synthetic
SM13546,badminton,doubles,1444.3,1137.1,3,59,50,0,0.7622,synthetic
SM13547,badminton,doubles,1980.5,1919.8,2,41,37,0,0.8724,synthetic
SM13548,badminton,doubles,1427.9,1466.5,3,56,52,0,0.9595,synthetic
SM13549,badminton,doubles,1292.7,1385.1,3,56,56,0,0.9384,synthetic
SM13550,badminton,doubles,1110.8,1029.4,3,57,54,1,0.9849,synthetic
SM13551,badminton,doubles,1516.1,1681.0,2,44,33,0,0.7663,synthetic
SM13552,badminton,doubles,1467.1,1429.5,3,55,49,0,0.9519,synthetic
SM13553,badminton,doubles,1456.2,1354.6,2,42,28,0,0.7856,synthetic
SM13554,badminton,doubles,1492.6,1404.5,3,57,54,1,0.9805,synthetic
SM13555,badminton,doubles,1432.4,1432.8,2,42,40,0,0.9233,synthetic
SM13556,badminton,doubles,1681.1,1595.2,2,41,32,0,0.8268,synthetic
SM13557,badminton,doubles,1513.3,1562.3,2,43,37,1,0.9207,synthetic
SM13558,badminton,doubles,1270.4,1116.3,3,59,51,0,0.8682,synthetic
SM13559,badminton,doubles,1413.4,1568.2,2,42,30,0,0.7635,synthetic
SM13560,badminton,doubles,1407.5,1374.9,3,56,47,0,0.9433,synthetic
SM13561,badminton,doubles,1440.3,1292.6,2,43,30,0,0.7636,synthetic
SM13562,badminton,doubles,1697.8,1571.5,3,60,54,0,0.8947,synthetic
SM13563,badminton,doubles,1457.0,1380.2,2,42,27,0,0.7952,synthetic
SM13564,badminton,doubles,1477.8,1142.7,2,40,25,0,0.6176,synthetic
SM13565,badminton,doubles,1464.6,1093.3,2,40,28,0,0.6152,synthetic
SM13566,badminton,doubles,1557.5,1487.9,2,39,31,0,0.8412,synthetic
SM13567,badminton,doubles,1366.0,1148.1,2,41,28,0,0.7127,synthetic
SM13568,badminton,doubles,1520.4,1400.5,3,61,54,1,0.9457,synthetic
SM13569,badminton,doubles,1367.1,1627.3,3,58,53,1,0.8585,synthetic
SM13570,badminton,doubles,1416.4,1587.6,2,43,31,0,0.7543,synthetic
SM13571,badminton,doubles,1534.2,1485.0,3,54,56,0,0.9599,synthetic
SM13572,badminton,doubles,1646.7,1276.8,3,53,51,0,0.7457,synthetic
SM13573,badminton,doubles,1466.5,1532.6,2,42,28,1,0.8593,synthetic
SM13574,badminton,doubles,1195.4,1228.5,3,60,53,0,0.9532,synthetic
SM13575,badminton,doubles,1288.6,1025.3,2,42,28,0,0.6778,synthetic
SM13576,badminton,doubles,1448.5,1392.6,2,42,37,0,0.8708,synthetic
SM13577,badminton,doubles,1358.5,1346.0,2,40,36,1,0.9539,synthetic
SM13578,badminton,doubles,1610.3,1361.8,3,57,54,0,0.8235,synthetic
SM13579,badminton,doubles,1088.8,1126.4,3,56,45,0,0.9314,synthetic
SM13580,badminton,doubles,1414.5,1251.2,2,40,31,0,0.7738,synthetic
SM13581,badminton,doubles,1675.7,1403.7,2,41,35,0,0.7204,synthetic
SM13582,badminton,doubles,1390.2,1385.6,3,58,53,1,1.0,synthetic
SM13583,badminton,doubles,1428.9,1363.1,2,42,40,0,0.8797,synthetic
SM13584,badminton,doubles,1562.1,1344.2,2,42,32,0,0.734,synthetic
SM13585,badminton,doubles,1603.1,1290.0,2,40,26,0,0.6398,synthetic
SM13586,badminton,doubles,1409.2,1299.4,2,40,38,1,0.8999,synthetic
SM13587,badminton,doubles,1737.7,1841.3,2,42,29,0,0.791,synthetic
SM13588,badminton,doubles,1163.5,1188.8,3,54,57,1,1.0,synthetic
SM13589,badminton,doubles,1488.2,1465.8,2,44,23,0,0.793,synthetic
SM13590,badminton,doubles,1470.7,1145.7,2,39,31,0,0.671,synthetic
SM13591,badminton,doubles,1202.8,1279.4,2,42,38,0,0.8623,synthetic
SM13592,badminton,doubles,1525.2,1287.3,2,42,22,0,0.6497,synthetic
SM13593,badminton,doubles,1164.7,1253.2,2,42,30,0,0.8077,synthetic
SM13594,badminton,doubles,1362.7,1235.5,2,41,27,0,0.7662,synthetic
SM13595,badminton,doubles,1169.4,1117.8,2,41,37,1,0.9284,synthetic
SM13596,badminton,doubles,1539.9,1527.7,2,38,32,0,0.8909,synthetic
SM13597,badminton,doubles,1458.2,1355.3,2,42,32,0,0.8107,synthetic
SM13598,badminton,doubles,1571.6,1392.8,2,43,32,0,0.7555,synthetic
SM13599,badminton,doubles,1445.9,1136.6,2,41,23,0,0.6146,synthetic
SM13600,badminton,doubles,1028.5,994.2,2,41,36,1,0.9345,synthetic
SM13601,badminton,doubles,1641.0,1417.3,2,44,33,0,0.7271,synthetic
SM13602,badminton,doubles,1607.4,1381.8,3,56,56,0,0.8496,synthetic
SM13603,badminton,doubles,1497.7,1421.1,2,39,31,0,0.8366,synthetic
SM13604,badminton,doubles,1697.5,1381.0,2,41,33,0,0.6791,synthetic
SM13605,badminton,doubles,1619.9,1568.0,2,41,24,0,0.7941,synthetic
SM13606,badminton,doubles,1522.6,1486.0,2,42,28,0,0.8289,synthetic
SM13607,badminton,doubles,1477.6,1212.9,3,56,55,0,0.8199,synthetic
SM13608,badminton,doubles,1611.5,1280.8,2,42,21,0,0.5795,synthetic
SM13609,badminton,doubles,1433.4,1235.7,3,63,45,0,0.8015,synthetic
SM13610,badminton,doubles,1515.3,1320.2,2,41,30,0,0.7413,synthetic
SM13611,badminton,doubles,1534.6,1457.3,2,42,37,1,0.9065,synthetic
SM13612,badminton,doubles,1685.6,1439.6,2,40,24,0,0.6693,synthetic
SM13613,badminton,doubles,1530.7,1464.6,3,55,48,1,0.9787,synthetic
SM13614,badminton,doubles,1749.7,1784.7,2,41,36,0,0.884,synthetic
SM13615,badminton,doubles,1651.5,1095.0,2,44,34,0,0.5111,synthetic
SM13616,badminton,doubles,1857.3,1698.1,2,45,31,0,0.7535,synthetic
SM13617,badminton,doubles,1426.3,1411.7,3,62,51,0,0.9513,synthetic
SM13618,badminton,doubles,1687.4,1548.4,3,56,51,1,0.9386,synthetic
SM13619,badminton,doubles,1279.0,1332.6,3,58,47,1,0.9724,synthetic
SM13620,badminton,doubles,1565.3,1529.2,3,56,57,1,1.0,synthetic
SM13621,badminton,doubles,1410.5,1472.1,2,40,34,0,0.8598,synthetic
SM13622,badminton,doubles,1252.8,1253.8,2,40,26,1,0.8978,synthetic
SM13623,badminton,doubles,1286.3,1314.8,3,58,49,0,0.9474,synthetic
SM13624,badminton,doubles,1184.2,1219.2,2,42,33,0,0.862,synthetic
SM13625,badminton,doubles,1379.3,1377.5,2,41,30,1,0.9202,synthetic
SM13626,badminton,doubles,1236.5,1197.0,3,53,53,1,1.0,synthetic
SM13627,badminton,doubles,1491.9,1555.0,2,41,27,0,0.8089,synthetic
SM13628,badminton,doubles,1298.7,1182.7,3,60,44,1,0.9111,synthetic
SM13629,badminton,doubles,1599.7,1379.9,2,40,34,0,0.7544,synthetic
SM13630,badminton,doubles,1458.4,1524.0,3,59,46,0,0.9067,synthetic
SM13631,badminton,doubles,1545.1,1618.8,2,40,31,0,0.8335,synthetic
SM13632,badminton,doubles,1389.8,1161.3,2,41,24,0,0.6764,synthetic
SM13633,badminton,doubles,1809.6,1402.2,2,41,38,0,0.6465,synthetic
SM13634,badminton,doubles,1649.9,1063.6,2,40,23,0,0.4345,synthetic
SM13635,badminton,doubles,1586.2,1123.6,2,41,37,0,0.6044,synthetic
SM13636,badminton,doubles,1722.6,1839.2,2,42,30,1,0.8389,synthetic
SM13637,badminton,doubles,1650.1,1670.5,3,57,55,1,1.0,synthetic
SM13638,badminton,doubles,1531.2,1319.4,2,42,26,0,0.698,synthetic
SM13639,badminton,doubles,1729.0,1715.3,2,41,24,0,0.8196,synthetic
SM13640,badminton,doubles,1753.3,1244.5,2,43,25,0,0.4883,synthetic
SM13641,badminton,doubles,1180.7,1050.2,3,60,58,0,0.9062,synthetic
SM13642,badminton,doubles,1647.6,1395.9,3,56,53,0,0.8212,synthetic
SM13643,badminton,doubles,1547.1,1656.4,2,43,34,1,0.8637,synthetic
SM13644,badminton,doubles,1602.8,1301.8,2,41,34,0,0.6953,synthetic
SM13645,badminton,doubles,1646.5,1473.6,3,60,51,1,0.9023,synthetic
SM13646,badminton,doubles,1435.2,1510.7,2,40,32,0,0.8386,synthetic
SM13647,badminton,doubles,1217.6,1312.0,2,42,40,0,0.8606,synthetic
SM13648,badminton,doubles,1410.9,1115.7,2,43,28,0,0.652,synthetic
SM13649,badminton,doubles,1512.3,1618.4,2,43,30,1,0.8414,synthetic
SM13650,badminton,doubles,1373.7,1458.9,3,57,55,0,0.9361,synthetic
SM13651,badminton,doubles,1284.9,1221.0,3,56,54,0,0.9501,synthetic
SM13652,badminton,doubles,1415.7,1372.7,3,60,60,0,0.9713,synthetic
SM13653,badminton,doubles,1390.8,1351.4,2,40,31,1,0.9064,synthetic
SM13654,badminton,doubles,1457.1,1358.4,3,54,59,0,0.9165,synthetic
SM13655,badminton,doubles,1613.3,1851.6,2,38,17,0,0.6217,synthetic
SM13656,badminton,doubles,1222.4,1182.9,3,54,55,1,1.0,synthetic
SM13657,badminton,doubles,1231.0,1135.1,3,60,49,1,0.9457,synthetic
SM13658,badminton,doubles,1421.1,1259.5,2,41,32,0,0.7763,synthetic
SM13659,badminton,doubles,1158.2,1146.0,2,41,37,0,0.9047,synthetic
SM13660,badminton,doubles,1575.9,1428.0,3,62,50,0,0.8585,synthetic
SM13661,badminton,doubles,1567.0,1261.6,2,42,18,1,0.6197,synthetic
SM13662,badminton,doubles,1354.8,1367.6,2,42,30,1,0.9081,synthetic
SM13663,badminton,doubles,1407.5,1406.3,3,63,49,0,0.9492,synthetic
SM13664,badminton,doubles,1691.1,1363.4,2,39,32,0,0.6754,synthetic
SM13665,badminton,doubles,1313.0,1283.7,3,49,45,0,0.9634,synthetic
SM13666,badminton,doubles,1364.5,1158.1,2,43,31,0,0.7309,synthetic
SM13667,badminton,doubles,1372.1,1329.3,2,39,29,1,0.896,synthetic
SM13668,badminton,doubles,1621.9,1443.5,2,40,24,0,0.7144,synthetic
SM13669,badminton,doubles,1390.9,1091.0,2,42,27,0,0.6464,synthetic
SM13670,badminton,doubles,1369.1,970.4,2,42,32,0,0.6135,synthetic
SM13671,badminton,doubles,1836.2,1426.3,2,41,32,0,0.6108,synthetic
SM13672,badminton,doubles,1518.2,1176.2,2,39,29,0,0.6465,synthetic
SM13673,badminton,doubles,1531.6,1695.9,2,40,27,0,0.7462,synthetic
SM13674,badminton,doubles,1422.9,1400.7,2,43,21,1,0.831,synthetic
SM13675,badminton,doubles,1304.5,1287.0,2,44,33,1,0.9145,synthetic
SM13676,badminton,doubles,1161.4,1284.9,3,54,53,0,0.9139,synthetic
SM13677,badminton,doubles,1253.9,1330.4,3,59,54,0,0.9313,synthetic
SM13678,badminton,doubles,1396.1,1505.4,2,42,31,0,0.8002,synthetic
SM13679,badminton,doubles,1549.9,1231.6,2,40,33,0,0.6828,synthetic
SM13680,badminton,doubles,1439.1,1240.0,3,52,50,0,0.8594,synthetic
SM13681,badminton,doubles,1270.2,1138.2,2,42,29,0,0.7721,synthetic
SM13682,badminton,doubles,1518.2,1507.0,3,56,50,1,1.0,synthetic
SM13683,badminton,doubles,1343.8,1367.1,3,61,57,0,0.9709,synthetic
SM13684,badminton,doubles,1556.2,1138.3,3,57,41,0,0.6561,synthetic
SM13685,badminton,doubles,1402.7,1203.8,2,42,36,0,0.77,synthetic
SM13686,badminton,doubles,1496.3,1421.5,2,38,30,0,0.8364,synthetic
SM13687,badminton,doubles,1538.4,1351.9,2,41,32,0,0.7597,synthetic
SM13688,badminton,doubles,1323.8,1358.8,3,57,56,0,0.9731,synthetic
SM13689,badminton,doubles,1572.6,1164.6,2,41,25,0,0.5644,synthetic
SM13690,badminton,doubles,1283.1,1250.0,3,57,48,0,0.9436,synthetic
SM13691,badminton,doubles,1853.4,1741.7,3,57,51,1,0.9533,synthetic
SM13692,badminton,doubles,1313.6,1436.0,2,40,30,0,0.7946,synthetic
SM13693,badminton,doubles,1736.2,1618.4,3,57,53,0,0.9069,synthetic
SM13694,badminton,doubles,1645.2,1676.4,2,40,35,1,0.9359,synthetic
SM13695,badminton,doubles,1398.6,1386.3,2,40,34,1,0.9427,synthetic
SM13696,badminton,doubles,1790.0,1526.5,3,50,47,0,0.812,synthetic
SM13697,badminton,doubles,1546.2,1484.5,3,61,54,0,0.9345,synthetic
SM13698,badminton,doubles,1384.1,1160.6,3,59,55,1,0.887,synthetic
SM13699,badminton,doubles,1610.8,1601.7,2,41,36,1,0.9513,synthetic
SM13700,badminton,doubles,1306.7,1300.5,3,55,52,1,1.0,synthetic
SM13701,badminton,doubles,1449.7,1379.6,3,62,58,0,0.9399,synthetic
SM13702,badminton,doubles,1444.0,1077.0,2,42,25,1,0.6372,synthetic
SM13703,badminton,doubles,1236.1,1119.5,3,60,59,0,0.9189,synthetic
SM13704,badminton,doubles,1214.9,1214.7,3,58,50,0,0.9702,synthetic
SM13705,badminton,doubles,1093.0,1100.9,2,41,32,1,0.9288,synthetic
SM13706,badminton,doubles,1462.3,1285.7,2,37,23,0,0.7223,synthetic
SM13707,badminton,doubles,1369.1,1299.7,3,56,51,0,0.935,synthetic
SM13708,badminton,doubles,1799.5,1440.5,2,43,29,0,0.6162,synthetic
SM13709,badminton,doubles,1205.8,1300.4,3,54,48,0,0.9134,synthetic
SM13710,badminton,doubles,1404.2,1198.1,2,40,23,0,0.688,synthetic
SM13711,badminton,doubles,1208.5,1188.7,2,41,32,1,0.9208,synthetic
SM13712,badminton,doubles,1457.3,1440.8,2,42,32,1,0.9183,synthetic
SM13713,badminton,doubles,1489.2,1377.8,3,62,48,1,0.9248,synthetic
SM13714,badminton,doubles,1558.7,1322.6,2,40,33,0,0.7376,synthetic
SM13715,badminton,doubles,1472.5,1309.3,2,41,29,0,0.756,synthetic
SM13716,badminton,doubles,1243.4,1325.8,3,53,54,1,0.9913,synthetic
SM13717,badminton,doubles,1282.2,1277.0,2,43,29,0,0.8521,synthetic
SM13718,badminton,doubles,1187.9,1195.4,2,44,28,1,0.8894,synthetic
SM13719,badminton,doubles,1281.9,1117.7,3,60,47,0,0.8419,synthetic
SM13720,badminton,doubles,1432.7,1296.5,2,40,37,0,0.8269,synthetic
SM13721,badminton,doubles,1241.5,1236.2,2,40,28,1,0.9092,synthetic
SM13722,badminton,doubles,1384.3,1495.7,3,58,50,0,0.8961,synthetic
SM13723,badminton,doubles,1415.5,1241.3,2,41,30,0,0.7552,synthetic
SM13724,badminton,doubles,1349.8,1344.0,3,59,52,0,0.9709,synthetic
SM13725,badminton,doubles,1326.1,1328.8,2,42,26,0,0.8374,synthetic
SM13726,badminton,doubles,1377.6,1311.5,3,54,51,0,0.9445,synthetic
SM13727,badminton,doubles,1168.3,1200.7,2,42,37,1,0.9364,synthetic
SM13728,badminton,doubles,1040.8,1038.0,3,59,54,1,1.0,synthetic
SM13729,badminton,doubles,1241.0,1427.7,2,43,26,1,0.7603,synthetic
SM13730,badminton,doubles,1605.1,1616.8,3,58,48,0,0.9545,synthetic
SM13731,badminton,doubles,1642.8,1566.1,2,42,29,0,0.809,synthetic
SM13732,badminton,doubles,1546.9,1177.8,2,40,21,0,0.5627,synthetic
SM13733,badminton,doubles,1215.5,1234.0,2,41,29,1,0.9024,synthetic
SM13734,badminton,doubles,1320.4,1415.3,3,52,53,0,0.9329,synthetic
SM13735,badminton,doubles,1485.4,1433.6,2,42,25,1,0.8473,synthetic
SM13736,badminton,doubles,1413.9,1248.3,2,41,32,0,0.7736,synthetic
SM13737,badminton,doubles,1419.7,1333.5,3,63,61,1,0.9861,synthetic
SM13738,badminton,doubles,1660.4,1528.3,3,57,58,1,0.9585,synthetic
SM13739,badminton,doubles,1339.2,1362.1,3,52,40,1,0.9826,synthetic
SM13740,badminton,doubles,1454.5,1310.5,2,42,36,0,0.8066,synthetic
SM13741,badminton,doubles,1257.3,1163.4,3,60,54,0,0.9163,synthetic
SM13742,badminton,doubles,1728.0,1347.6,2,43,21,0,0.5422,synthetic
SM13743,badminton,doubles,1501.2,1451.8,3,60,54,1,0.996,synthetic
SM13744,badminton,doubles,1708.6,1386.3,2,40,33,0,0.6801,synthetic
SM13745,badminton,doubles,1683.1,1526.8,2,43,34,0,0.7824,synthetic
SM13746,badminton,doubles,1353.5,1504.3,2,41,32,0,0.7835,synthetic
SM13747,badminton,doubles,1564.9,1380.0,3,62,46,0,0.8175,synthetic
SM13748,badminton,doubles,1321.7,1454.8,2,40,35,0,0.8179,synthetic
SM13749,badminton,doubles,1241.9,1255.5,2,42,27,0,0.8373,synthetic
SM13750,badminton,doubles,1637.9,1235.1,2,39,29,0,0.606,synthetic
SM13751,badminton,doubles,1782.4,1674.0,3,57,56,0,0.9242,synthetic
SM13752,badminton,doubles,1349.5,1245.1,3,60,49,1,0.94,synthetic
SM13753,badminton,doubles,1464.3,1269.4,2,43,33,0,0.7508,synthetic
SM13754,badminton,doubles,1618.0,1523.3,3,59,46,1,0.9373,synthetic
SM13755,badminton,doubles,1251.6,1249.7,3,52,56,0,0.9839,synthetic
SM13756,badminton,doubles,1414.6,1551.4,2,40,31,1,0.8414,synthetic
SM13757,badminton,doubles,1647.0,1285.9,2,42,27,0,0.6056,synthetic
SM13758,badminton,doubles,1501.0,1492.8,2,41,33,1,0.9346,synthetic
SM13759,badminton,doubles,1342.7,1463.7,2,40,30,0,0.7955,synthetic
SM13760,badminton,doubles,1884.1,1937.5,3,56,55,0,0.9608,synthetic
SM13761,badminton,doubles,1435.7,1345.0,2,41,34,0,0.8355,synthetic
SM13762,badminton,doubles,1716.3,1892.2,2,41,26,0,0.7265,synthetic
SM13763,badminton,doubles,1313.0,1193.1,3,57,54,1,0.9593,synthetic
SM13764,badminton,doubles,1250.8,1270.6,3,56,48,1,1.0,synthetic
SM13765,badminton,doubles,1287.6,1215.1,2,43,38,0,0.8603,synthetic
SM13766,badminton,doubles,1055.4,1020.7,3,59,50,0,0.9438,synthetic
SM13767,badminton,doubles,1580.4,1351.2,2,42,30,0,0.7139,synthetic
SM13768,badminton,doubles,1598.2,1132.4,2,40,28,0,0.5522,synthetic
SM13769,badminton,doubles,1263.8,1170.5,2,41,38,1,0.9059,synthetic
SM13770,badminton,doubles,1411.1,1387.3,2,42,24,0,0.8084,synthetic
SM13771,badminton,doubles,1714.2,1224.9,2,40,34,0,0.5747,synthetic
SM13772,badminton,doubles,1222.3,1231.0,2,41,36,1,0.9516,synthetic
SM13773,badminton,doubles,1262.6,1305.1,2,41,35,0,0.8734,synthetic
SM13774,badminton,doubles,1811.6,1528.1,3,56,52,0,0.7962,synthetic
SM13775,badminton,doubles,1493.0,1370.9,2,39,34,0,0.8245,synthetic
SM13776,badminton,doubles,1590.8,1539.9,2,43,36,0,0.864,synthetic
SM13777,badminton,doubles,1520.0,1408.4,2,41,30,0,0.797,synthetic
SM13778,badminton,doubles,1405.6,1276.2,2,42,38,1,0.8771,synthetic
SM13779,badminton,doubles,1462.8,1286.2,2,42,24,0,0.7065,synthetic
SM13780,badminton,doubles,1662.4,1923.8,2,40,28,0,0.6885,synthetic
SM13781,badminton,doubles,1465.9,1473.6,2,40,33,1,0.9398,synthetic
SM13782,badminton,doubles,1256.9,1191.2,2,43,39,1,0.92,synthetic
SM13783,badminton,doubles,1173.4,1096.6,2,42,36,1,0.9014,synthetic
SM13784,badminton,doubles,1454.3,1365.9,3,60,53,0,0.9163,synthetic
SM13785,badminton,doubles,1480.7,1527.5,2,41,32,1,0.9028,synthetic
SM13786,badminton,doubles,1429.7,1055.1,2,41,26,0,0.594,synthetic
SM13787,badminton,doubles,1242.9,1207.9,3,53,44,0,0.9396,synthetic
SM13788,badminton,doubles,1509.2,1649.3,2,44,33,0,0.7828,synthetic
SM13789,badminton,doubles,1826.9,1475.4,2,42,25,0,0.5975,synthetic
SM13790,badminton,doubles,1755.3,1377.0,2,41,34,0,0.6438,synthetic
SM13791,badminton,doubles,1372.5,1218.7,3,52,55,0,0.8863,synthetic
SM13792,badminton,doubles,1489.5,1258.2,2,42,29,0,0.7059,synthetic
SM13793,badminton,doubles,1750.3,1618.6,3,58,57,1,0.9587,synthetic
SM13794,badminton,doubles,1323.4,1225.5,2,43,32,0,0.8094,synthetic
SM13795,badminton,doubles,1048.5,1036.5,2,44,27,0,0.8296,synthetic
SM13796,badminton,doubles,1386.5,1480.6,3,60,54,0,0.9162,synthetic
SM13797,badminton,doubles,1674.9,1773.6,2,42,27,1,0.8306,synthetic
SM13798,badminton,doubles,1577.2,1436.9,2,42,37,0,0.8145,synthetic
SM13799,badminton,doubles,1612.7,1383.0,3,52,58,0,0.825,synthetic
SM13800,badminton,doubles,1515.3,1411.8,2,41,26,0,0.7748,synthetic
SM13801,badminton,doubles,1461.8,1135.7,2,42,30,0,0.6493,synthetic
SM13802,badminton,doubles,1458.2,1371.8,2,45,36,0,0.8313,synthetic
SM13803,badminton,doubles,1304.1,1342.4,2,41,34,0,0.8705,synthetic
SM13804,badminton,doubles,1272.8,1211.8,2,41,29,0,0.8241,synthetic
