match_id,sport,format,rating_diff,avg_rating_deviation,winrate_diff,activeness_diff,streak_diff,geo_score,h2h_matches,same_skill_category,wait_time_seconds,match_quality_score
SM8264,lawn_tennis,singles,875.5,219.0,0.6961,0.4047,2,1.0,1,0,94,0.419
SM8265,lawn_tennis,singles,594.2,106.4,0.2374,0.3234,1,1.0,0,0,141,0.4163
SM8266,lawn_tennis,singles,295.0,268.5,0.0045,0.2115,2,0.8,0,0,136,0.5791
SM8267,lawn_tennis,singles,132.2,179.0,0.0919,0.2585,0,0.8,0,1,32,0.7379
SM8268,lawn_tennis,singles,307.9,262.4,0.0672,0.6952,0,0.5,0,0,32,0.6439
SM8269,lawn_tennis,singles,275.9,276.6,0.114,0.248,4,1.0,1,1,146,0.8085
SM8270,lawn_tennis,singles,85.6,262.4,0.0882,0.3045,2,0.2,3,1,84,0.975
SM8271,lawn_tennis,singles,81.9,186.6,0.0547,0.0621,2,1.0,1,1,159,0.8969
SM8272,lawn_tennis,singles,756.3,138.1,0.5707,0.741,1,1.0,2,0,106,0.3795
SM8273,lawn_tennis,singles,349.3,193.0,0.2422,0.2688,2,1.0,0,0,81,0.6096
SM8274,lawn_tennis,singles,381.8,193.1,0.2908,0.0843,2,1.0,0,1,119,0.5579
SM8275,lawn_tennis,singles,624.1,174.8,0.4316,0.2964,0,0.5,1,0,66,0.465
SM8276,lawn_tennis,singles,209.1,233.4,0.238,0.4381,3,1.0,2,1,108,0.831
SM8277,lawn_tennis,singles,317.2,291.6,0.3193,0.0344,2,0.5,0,1,106,0.7492
SM8278,lawn_tennis,singles,510.5,214.5,0.1407,0.0023,11,0.8,1,0,94,0.6152
SM8279,lawn_tennis,singles,463.0,243.1,0.3496,0.2344,3,1.0,0,0,37,0.5447
SM8280,lawn_tennis,singles,640.2,196.6,0.5383,0.0305,0,0.8,0,0,167,0.4
SM8281,lawn_tennis,singles,363.4,195.1,0.0451,0.1426,3,1.0,3,0,112,0.6111
SM8282,lawn_tennis,singles,115.4,172.2,0.0254,0.0812,5,1.0,2,1,50,0.8836
SM8283,lawn_tennis,singles,435.0,223.0,0.0078,0.28,1,0.5,0,0,31,0.5706
SM8284,lawn_tennis,singles,310.3,151.3,0.2774,0.2721,0,0.5,0,0,85,0.7306
SM8285,lawn_tennis,singles,524.3,231.6,0.5106,0.2181,2,0.2,3,0,2,0.4838
SM8286,lawn_tennis,singles,228.4,220.7,0.1425,0.1879,0,1.0,5,0,299,0.8492
SM8287,lawn_tennis,singles,31.9,208.8,0.096,0.0077,2,0.2,1,1,442,0.8712
SM8288,lawn_tennis,singles,376.7,227.2,0.3581,0.3748,3,1.0,0,0,83,0.5633
SM8289,lawn_tennis,singles,203.8,252.2,0.0421,0.4006,6,1.0,2,0,9,0.6951
SM8290,lawn_tennis,singles,577.2,257.9,0.3132,0.3496,3,1.0,0,0,116,0.4357
SM8291,lawn_tennis,singles,333.5,156.1,0.2482,0.5984,1,1.0,0,0,0,0.5853
SM8292,lawn_tennis,singles,917.7,246.0,0.5458,0.4199,4,0.8,0,0,19,0.426
SM8293,lawn_tennis,singles,388.7,230.4,0.3876,0.357,1,1.0,2,1,21,0.4492
SM8294,lawn_tennis,singles,348.8,215.6,0.134,0.7223,2,1.0,0,0,71,0.6522
SM8295,lawn_tennis,singles,54.0,255.5,0.1897,0.1727,1,0.2,0,0,109,0.9882
SM8296,lawn_tennis,singles,114.6,285.8,0.0227,0.1396,6,0.8,1,1,168,0.8903
SM8297,lawn_tennis,singles,799.7,207.9,0.5643,0.0895,3,1.0,0,0,41,0.4133
SM8298,lawn_tennis,singles,339.3,156.0,0.2085,0.1109,4,1.0,0,0,13,0.7564
SM8299,lawn_tennis,singles,1104.6,155.0,0.5818,0.1281,1,1.0,1,0,211,0.4124
SM8300,lawn_tennis,singles,213.2,202.6,0.0544,0.0326,1,0.5,2,1,197,0.7893
SM8301,lawn_tennis,singles,335.4,253.8,0.2146,0.5033,5,1.0,0,0,126,0.6475
SM8302,lawn_tennis,singles,63.2,183.2,0.0744,0.3343,3,0.2,1,1,18,0.9457
SM8303,lawn_tennis,singles,6.0,181.0,0.0159,0.0935,0,0.5,0,1,49,0.916
SM8304,lawn_tennis,singles,19.6,189.7,0.1159,0.0889,1,0.8,1,0,299,0.9447
SM8305,lawn_tennis,singles,54.0,153.7,0.1168,0.0509,1,0.2,0,1,5,0.9832
SM8306,lawn_tennis,singles,737.0,118.7,0.2547,0.0703,1,1.0,0,0,141,0.5667
SM8307,lawn_tennis,singles,197.7,159.1,0.0558,0.3151,0,0.8,2,0,285,0.9074
SM8308,lawn_tennis,singles,424.1,256.6,0.3046,0.4753,2,0.8,0,0,78,0.5306
SM8309,lawn_tennis,singles,403.0,161.1,0.2622,0.1537,10,1.0,0,1,651,0.5951
SM8310,lawn_tennis,singles,151.9,319.2,0.2411,0.449,3,1.0,1,1,84,0.7111
SM8311,lawn_tennis,singles,593.9,206.9,0.4869,0.0046,2,1.0,2,0,596,0.5489
SM8312,lawn_tennis,singles,22.3,185.5,0.0165,0.3645,0,0.8,2,1,104,0.8211
SM8313,lawn_tennis,singles,347.6,177.2,0.2928,0.0848,3,1.0,0,1,48,0.7168
SM8314,lawn_tennis,singles,41.1,243.2,0.0547,0.0159,1,0.2,0,1,22,0.8086
SM8315,lawn_tennis,singles,113.2,235.8,0.1295,0.5609,3,0.5,0,0,18,0.8945
SM8316,lawn_tennis,singles,342.6,297.2,0.0537,0.5642,0,1.0,3,1,46,0.4895
SM8317,lawn_tennis,singles,466.6,193.1,0.276,0.0508,5,0.8,3,0,126,0.5651
SM8318,lawn_tennis,singles,278.4,235.2,0.2553,0.2079,1,1.0,0,0,16,0.7157
SM8319,lawn_tennis,singles,199.1,277.3,0.0266,0.1609,4,0.5,0,0,304,0.8423
SM8320,lawn_tennis,singles,122.6,159.2,0.0287,0.5696,2,1.0,0,0,210,0.944
SM8321,lawn_tennis,singles,214.3,256.1,0.301,0.035,0,1.0,0,1,116,0.8457
SM8322,lawn_tennis,singles,196.4,214.9,0.1499,0.1186,4,0.8,0,1,84,0.7502
SM8323,lawn_tennis,singles,350.9,257.8,0.1558,0.0405,3,0.5,0,0,199,0.6984
SM8324,lawn_tennis,singles,247.4,208.4,0.0552,0.0061,1,0.5,5,1,343,0.6775
SM8325,lawn_tennis,singles,590.2,151.8,0.2814,0.4693,6,1.0,0,0,47,0.3752
SM8326,lawn_tennis,singles,177.8,207.6,0.0253,0.3199,3,1.0,2,1,9,0.6885
SM8327,lawn_tennis,singles,29.7,119.0,0.0363,0.2314,0,0.8,1,1,1,0.7926
SM8328,lawn_tennis,singles,1084.1,241.4,0.5711,0.1419,5,1.0,2,0,44,0.419
SM8329,lawn_tennis,singles,88.2,322.2,0.0541,0.1102,4,0.8,0,1,246,0.828
SM8330,lawn_tennis,singles,10.1,206.4,0.0172,0.0078,0,0.8,2,1,60,0.9374
SM8331,lawn_tennis,singles,637.6,221.8,0.4279,0.3604,1,1.0,0,0,175,0.6434
SM8332,lawn_tennis,singles,263.4,102.8,0.2064,0.1025,6,0.8,2,0,34,0.7214
SM8333,lawn_tennis,singles,274.9,134.9,0.0342,0.1047,0,1.0,3,0,102,0.7556
SM8334,lawn_tennis,singles,83.7,275.7,0.0062,0.3569,3,1.0,3,0,156,0.8275
SM8335,lawn_tennis,singles,416.6,150.0,0.254,0.2188,6,1.0,2,0,47,0.5889
SM8336,lawn_tennis,singles,26.8,239.4,0.0266,0.8011,5,0.8,0,0,22,0.9642
SM8337,lawn_tennis,singles,41.6,159.6,0.0195,0.2696,4,1.0,2,1,126,0.8995
SM8338,lawn_tennis,singles,84.9,135.4,0.1168,0.0453,8,0.8,3,1,235,0.6885
SM8339,lawn_tennis,singles,128.4,260.8,0.023,0.3175,4,1.0,0,0,30,0.7268
SM8340,lawn_tennis,singles,1051.9,219.9,0.6376,0.6605,5,0.5,1,0,18,0.3451
SM8341,lawn_tennis,singles,640.6,134.4,0.5173,0.0992,1,1.0,0,0,0,0.4496
SM8342,lawn_tennis,singles,122.3,220.2,0.2293,0.1179,6,0.2,0,0,36,0.8995
SM8343,lawn_tennis,singles,65.7,246.0,0.1709,0.3853,6,1.0,1,0,289,0.9992
SM8344,lawn_tennis,singles,593.1,202.5,0.3047,0.021,6,0.5,0,0,199,0.5134
SM8345,lawn_tennis,singles,42.0,238.7,0.0169,0.2564,8,0.8,0,0,165,0.9606
SM8346,lawn_tennis,singles,217.9,262.2,0.0516,0.1435,2,0.5,3,1,215,0.7335
SM8347,lawn_tennis,singles,234.1,108.6,0.4124,0.09,1,0.8,1,1,137,0.6439
SM8348,lawn_tennis,singles,396.9,169.1,0.2061,0.0537,3,0.5,0,0,53,0.6513
SM8349,lawn_tennis,singles,732.4,253.2,0.5983,0.4249,2,0.2,0,0,246,0.4424
SM8350,lawn_tennis,singles,1056.0,222.8,0.6288,0.0981,3,0.8,1,0,189,0.3228
SM8351,lawn_tennis,singles,70.5,163.2,0.2059,0.283,0,1.0,0,1,36,0.7325
SM8352,lawn_tennis,singles,81.2,251.8,0.216,0.21,2,1.0,3,0,4,0.9084
SM8353,lawn_tennis,singles,1007.6,172.6,0.794,0.0844,8,1.0,0,0,66,0.3495
SM8354,lawn_tennis,singles,575.2,184.0,0.3888,0.1559,3,1.0,0,1,72,0.384
SM8355,lawn_tennis,singles,286.6,245.0,0.0048,0.5191,5,1.0,2,0,100,0.7075
SM8356,lawn_tennis,singles,385.5,212.9,0.2672,0.1242,0,0.2,1,0,97,0.6141
SM8357,lawn_tennis,singles,500.8,215.2,0.2918,0.3282,5,1.0,0,0,134,0.5449
SM8358,lawn_tennis,singles,385.2,158.1,0.3141,0.1513,4,0.8,0,0,186,0.5887
SM8359,lawn_tennis,singles,589.5,193.9,0.3065,0.1365,2,0.5,2,0,6,0.5255
SM8360,lawn_tennis,singles,123.6,233.0,0.1628,0.0368,6,1.0,5,0,165,0.8584
SM8361,lawn_tennis,singles,28.5,259.8,0.1294,0.4987,4,1.0,0,0,60,0.8416
SM8362,lawn_tennis,singles,33.9,182.8,0.1377,0.3884,6,1.0,0,1,108,0.8947
SM8363,lawn_tennis,singles,142.4,265.6,0.0632,0.119,1,1.0,0,0,265,0.802
SM8364,lawn_tennis,singles,310.8,220.3,0.2264,0.6194,1,0.8,0,0,279,0.6309
SM8365,lawn_tennis,singles,13.5,165.4,0.0262,0.4523,3,1.0,0,1,172,0.991
SM8366,lawn_tennis,singles,123.3,164.8,0.0498,0.1552,7,0.8,1,0,23,0.9379
SM8367,lawn_tennis,singles,319.1,238.4,0.093,0.4488,3,0.8,1,1,43,0.6328
SM8368,lawn_tennis,singles,155.7,276.6,0.3353,0.3714,1,0.5,0,0,130,0.8425
SM8369,lawn_tennis,singles,1216.6,206.0,0.6537,0.3419,4,1.0,0,0,129,0.429
SM8370,lawn_tennis,singles,469.9,197.7,0.5221,0.045,3,1.0,0,0,145,0.5505
SM8371,lawn_tennis,singles,405.0,186.3,0.1924,0.4361,3,1.0,1,0,87,0.53
SM8372,lawn_tennis,singles,726.7,128.5,0.5209,0.478,2,1.0,3,0,141,0.387
SM8373,lawn_tennis,singles,605.8,172.0,0.4335,0.3788,4,0.8,0,0,263,0.4606
SM8374,lawn_tennis,singles,121.5,211.9,0.0592,0.2162,1,0.8,0,1,196,0.8866
SM8375,lawn_tennis,singles,501.9,222.2,0.1047,0.0502,0,1.0,5,0,180,0.6566
SM8376,lawn_tennis,singles,53.8,234.8,0.2268,0.1687,4,0.5,0,1,73,0.8597
SM8377,lawn_tennis,singles,133.2,176.3,0.0323,0.1525,4,1.0,0,1,146,0.848
SM8378,lawn_tennis,singles,462.9,94.1,0.326,0.0271,1,0.5,0,0,195,0.5058
SM8379,lawn_tennis,singles,760.6,161.8,0.5698,0.1787,6,1.0,0,0,6,0.407
SM8380,lawn_tennis,singles,384.6,234.6,0.1957,0.0047,2,0.5,0,0,85,0.6436
SM8381,lawn_tennis,singles,141.5,140.7,0.0059,0.197,7,0.5,0,0,37,0.759
SM8382,lawn_tennis,singles,237.1,292.0,0.0368,0.0428,0,0.8,3,1,257,0.8044
SM8383,lawn_tennis,singles,95.2,206.8,0.3162,0.0127,3,1.0,0,1,39,0.7077
SM8384,lawn_tennis,singles,73.8,159.6,0.0825,0.224,6,1.0,2,0,20,0.7508
SM8385,lawn_tennis,singles,625.0,184.1,0.4195,0.1359,2,0.2,1,0,1,0.4711
SM8386,lawn_tennis,singles,738.9,190.1,0.6913,0.3063,1,0.8,1,0,296,0.5026
SM8387,lawn_tennis,singles,121.7,303.0,0.1844,0.6568,9,0.8,0,1,17,0.9004
SM8388,lawn_tennis,singles,645.1,279.5,0.3427,0.1997,0,1.0,5,0,15,0.4205
SM8389,lawn_tennis,singles,132.7,243.2,0.2001,0.5452,0,1.0,3,0,361,0.9082
SM8390,lawn_tennis,singles,165.9,152.6,0.1867,0.0101,4,1.0,0,1,151,0.7538
SM8391,lawn_tennis,singles,970.7,198.4,0.5384,0.2733,2,0.2,1,0,437,0.407
SM8392,lawn_tennis,singles,467.4,190.6,0.3414,0.0525,6,0.8,3,0,34,0.5017
SM8393,lawn_tennis,singles,236.1,272.0,0.2223,0.0399,3,0.8,3,1,121,0.8093
SM8394,lawn_tennis,singles,374.9,210.2,0.1649,0.2519,2,0.8,3,0,58,0.5429
SM8395,lawn_tennis,singles,226.4,211.2,0.1965,0.3385,2,1.0,0,1,121,0.6561
SM8396,lawn_tennis,singles,405.9,140.8,0.1962,0.4278,1,1.0,2,0,52,0.6294
SM8397,lawn_tennis,singles,986.2,207.4,0.779,0.0366,3,0.8,0,0,52,0.4606
SM8398,lawn_tennis,singles,257.1,196.4,0.326,0.5915,2,0.8,3,0,393,0.8109
SM8399,lawn_tennis,singles,84.9,188.9,0.178,0.3053,1,1.0,0,0,62,0.9323
SM8400,lawn_tennis,singles,172.4,283.5,0.1343,0.1469,5,1.0,2,1,265,0.7418
SM8401,lawn_tennis,singles,142.6,254.2,0.0187,0.4849,1,0.5,0,0,131,0.7938
SM8402,lawn_tennis,singles,761.7,218.8,0.5585,0.4823,1,1.0,1,0,35,0.5375
SM8403,lawn_tennis,singles,851.6,151.8,0.712,0.1609,2,0.5,0,0,21,0.4124
SM8404,lawn_tennis,singles,531.0,183.8,0.5402,0.1334,2,0.5,0,0,103,0.5446
SM8405,lawn_tennis,singles,124.8,236.2,0.2729,0.6865,2,0.2,0,1,148,0.9668
SM8406,lawn_tennis,singles,106.7,188.8,0.0118,0.0159,0,1.0,2,1,6,0.906
SM8407,lawn_tennis,singles,727.8,180.8,0.363,0.2154,5,1.0,1,0,72,0.4571
SM8408,lawn_tennis,singles,1142.4,227.0,0.5979,0.0792,3,0.5,0,0,14,0.426
SM8409,lawn_tennis,singles,831.4,148.1,0.5328,0.2317,5,0.5,5,0,9,0.386
SM8410,lawn_tennis,singles,500.1,202.3,0.2883,0.0893,1,0.5,0,0,85,0.5348
SM8411,lawn_tennis,singles,289.0,177.2,0.192,0.5154,2,1.0,1,0,281,0.6981
SM8412,lawn_tennis,singles,40.9,226.3,0.0234,0.268,3,0.5,5,0,175,0.9694
SM8413,lawn_tennis,singles,242.1,236.4,0.1737,0.0708,3,0.8,2,1,28,0.651
SM8414,lawn_tennis,singles,283.9,111.8,0.3335,0.1481,2,1.0,1,0,344,0.7917
SM8415,lawn_tennis,singles,1032.2,179.4,0.5263,0.4732,1,1.0,3,0,59,0.2667
SM8416,lawn_tennis,singles,175.0,153.1,0.06,0.156,2,0.8,2,0,71,0.8016
SM8417,lawn_tennis,singles,359.7,255.6,0.0633,0.4079,6,1.0,1,1,185,0.5053
SM8418,lawn_tennis,singles,213.8,226.2,0.3336,0.1239,0,0.5,1,0,62,0.6261
SM8419,lawn_tennis,singles,17.6,244.1,0.0986,0.1338,6,1.0,0,0,36,0.8671
SM8420,lawn_tennis,singles,72.9,152.6,0.079,0.0472,0,0.5,0,1,98,0.9166
SM8421,lawn_tennis,singles,484.7,211.9,0.3053,0.0944,1,0.5,0,0,22,0.592
SM8422,lawn_tennis,singles,266.8,220.6,0.3469,0.1355,1,1.0,3,0,70,0.7432
SM8423,lawn_tennis,singles,150.8,193.8,0.0757,0.3774,6,1.0,0,0,356,0.818
SM8424,lawn_tennis,singles,474.5,157.2,0.3167,0.0505,2,1.0,1,0,6,0.6303
SM8425,lawn_tennis,singles,932.2,208.2,0.6264,0.1212,6,0.2,0,0,85,0.5013
SM8426,lawn_tennis,singles,383.9,279.8,0.3111,0.106,2,0.8,0,1,191,0.5896
SM8427,lawn_tennis,singles,360.8,169.8,0.1701,0.0187,3,0.2,0,0,597,0.4928
SM8428,lawn_tennis,singles,93.0,271.3,0.0311,0.3815,2,1.0,0,1,161,0.857
SM8429,lawn_tennis,singles,709.8,167.4,0.4211,0.3636,1,0.8,3,0,58,0.5875
SM8430,lawn_tennis,singles,17.3,261.4,0.1162,0.121,4,0.2,3,1,143,0.7415
SM8431,lawn_tennis,singles,106.6,181.0,0.0743,0.244,3,1.0,2,1,11,0.9231
SM8432,lawn_tennis,singles,325.0,239.8,0.1811,0.1773,5,0.5,0,1,138,0.7007
SM8433,lawn_tennis,singles,35.3,136.9,0.0517,0.3669,1,0.2,0,0,61,0.945
SM8434,lawn_tennis,singles,323.8,162.0,0.427,0.2414,5,0.5,1,1,118,0.6603
SM8435,lawn_tennis,singles,141.6,194.4,0.2027,0.0291,3,0.5,0,1,437,0.8931
SM8436,lawn_tennis,singles,140.5,257.2,0.2498,0.0009,4,0.5,0,1,176,0.8797
SM8437,lawn_tennis,singles,850.2,199.6,0.4453,0.1769,1,1.0,3,0,404,0.4205
SM8438,lawn_tennis,singles,451.8,250.9,0.2581,0.0028,11,0.8,0,0,25,0.5369
SM8439,lawn_tennis,singles,660.4,197.6,0.3819,0.1127,1,0.2,0,0,141,0.4889
SM8440,lawn_tennis,singles,666.8,205.0,0.4185,0.3043,3,0.8,0,0,63,0.3795
SM8441,lawn_tennis,singles,134.3,243.6,0.1001,0.0155,1,1.0,0,0,315,0.69
SM8442,lawn_tennis,singles,147.2,237.6,0.0156,0.0223,0,0.5,2,0,153,0.7781
SM8443,lawn_tennis,singles,98.0,177.8,0.1211,0.4749,1,1.0,0,1,114,0.9372
SM8444,lawn_tennis,singles,438.6,177.3,0.1951,0.2229,1,0.5,0,0,10,0.6748
SM8445,lawn_tennis,singles,228.9,263.4,0.2937,0.058,6,0.8,0,0,86,0.6123
SM8446,lawn_tennis,singles,130.8,122.2,0.1259,0.0925,3,1.0,5,0,245,0.901
SM8447,lawn_tennis,singles,198.2,186.8,0.208,0.1123,0,0.5,1,1,38,0.7441
SM8448,lawn_tennis,singles,622.1,193.2,0.3165,0.3991,7,1.0,2,0,49,0.419
SM8449,lawn_tennis,singles,232.3,167.2,0.0147,0.391,1,1.0,0,0,8,0.8451
SM8450,lawn_tennis,singles,127.4,182.0,0.2147,0.4444,5,0.8,3,0,108,0.812
SM8451,lawn_tennis,singles,544.1,243.4,0.3969,0.1471,2,0.2,3,0,199,0.4828
SM8452,lawn_tennis,singles,250.6,197.6,0.0195,0.4846,7,0.8,0,0,324,0.7652
SM8453,lawn_tennis,singles,317.1,151.4,0.1477,0.5986,2,0.8,5,0,723,0.5756
SM8454,lawn_tennis,singles,194.3,301.2,0.1365,0.1681,2,0.8,0,1,52,0.6829
SM8455,lawn_tennis,singles,90.1,153.4,0.3492,0.1217,1,1.0,1,1,39,0.7523
SM8456,lawn_tennis,singles,648.8,190.1,0.4279,0.0423,1,0.5,2,0,105,0.4533
SM8457,lawn_tennis,singles,364.4,204.8,0.3002,0.3216,4,0.8,0,0,46,0.7126
SM8458,lawn_tennis,singles,364.4,236.3,0.2954,0.5431,7,1.0,1,0,78,0.6067
SM8459,lawn_tennis,singles,213.9,202.6,0.1605,0.3437,6,0.8,1,0,413,0.8339
SM8460,lawn_tennis,singles,1019.9,161.6,0.6726,0.3114,7,1.0,0,0,407,0.5871
SM8461,lawn_tennis,singles,459.0,179.0,0.3438,0.1936,1,1.0,3,0,154,0.4213
SM8462,lawn_tennis,singles,962.7,200.9,0.5493,0.2468,1,1.0,0,0,99,0.426
SM8463,lawn_tennis,singles,939.4,180.6,0.2419,0.0375,2,0.5,5,0,16,0.3795
SM8464,lawn_tennis,singles,485.6,235.9,0.2796,0.0521,1,0.8,1,0,168,0.6174
SM8465,lawn_tennis,singles,150.8,249.8,0.0544,0.0544,0,0.5,3,0,193,0.8889
SM8466,lawn_tennis,singles,535.2,279.0,0.3321,0.2759,3,1.0,0,0,57,0.619
SM8467,lawn_tennis,singles,447.5,211.7,0.2698,0.0547,1,0.8,0,0,138,0.6857
SM8468,lawn_tennis,singles,555.5,241.9,0.141,0.1318,0,0.5,0,0,11,0.5008
SM8469,lawn_tennis,singles,114.0,208.8,0.1318,0.4238,2,1.0,0,0,87,0.7846
SM8470,lawn_tennis,singles,364.2,150.9,0.0823,0.5143,1,1.0,2,0,79,0.6171
SM8471,lawn_tennis,singles,929.5,215.4,0.5079,0.3479,1,0.5,0,0,37,0.426
SM8472,lawn_tennis,singles,209.8,193.9,0.0798,0.2934,6,1.0,5,0,396,0.7268
SM8473,lawn_tennis,singles,737.6,272.4,0.5887,0.1607,2,0.8,1,0,65,0.4533
SM8474,lawn_tennis,singles,112.5,270.0,0.0434,0.7826,4,0.2,1,1,594,0.8338
SM8475,lawn_tennis,singles,97.6,203.0,0.0457,0.18,3,0.8,0,1,15,0.9122
SM8476,lawn_tennis,singles,632.6,200.8,0.3027,0.1043,7,0.5,0,0,138,0.5173
SM8477,lawn_tennis,singles,474.8,209.7,0.1833,0.1661,4,1.0,0,0,56,0.5804
SM8478,lawn_tennis,singles,236.3,259.2,0.0211,0.0651,2,0.8,0,0,206,0.8367
SM8479,lawn_tennis,singles,228.9,280.6,0.0569,0.5412,0,1.0,0,1,309,0.7207
SM8480,lawn_tennis,singles,504.5,185.7,0.2013,0.3954,2,0.5,2,0,29,0.2522
SM8481,lawn_tennis,singles,159.7,312.1,0.0907,0.0457,10,1.0,3,1,222,0.7816
SM8482,lawn_tennis,singles,919.9,172.9,0.3149,0.1834,2,0.5,1,0,96,0.3273
SM8483,lawn_tennis,singles,91.1,161.2,0.0461,0.175,5,0.8,0,1,123,0.9393
SM8484,lawn_tennis,singles,981.5,212.2,0.6692,0.2102,2,0.8,0,0,23,0.5159
SM8485,lawn_tennis,singles,218.9,261.2,0.0582,0.178,5,1.0,1,0,6,0.7619
SM8486,lawn_tennis,singles,55.8,182.5,0.2123,0.2239,1,0.8,3,1,0,0.9143
SM8487,lawn_tennis,singles,15.8,204.8,0.2181,0.1748,3,0.5,0,1,154,0.8428
SM8488,lawn_tennis,singles,367.0,228.0,0.2034,0.1676,1,1.0,2,0,84,0.7492
SM8489,lawn_tennis,singles,292.0,198.6,0.2946,0.1296,3,0.8,2,1,9,0.672
SM8490,lawn_tennis,singles,543.5,232.0,0.3257,0.5227,4,0.5,3,0,219,0.491
SM8491,lawn_tennis,singles,201.2,154.2,0.0653,0.2478,4,1.0,0,0,148,0.8485
SM8492,lawn_tennis,singles,218.9,213.8,0.1842,0.0344,2,0.8,1,0,118,0.8477
SM8493,lawn_tennis,singles,1214.9,196.8,0.884,0.3949,5,1.0,0,0,154,0.4606
SM8494,lawn_tennis,singles,624.6,152.8,0.5828,0.2063,3,1.0,1,0,471,0.4124
SM8495,lawn_tennis,singles,299.6,183.4,0.1474,0.1647,0,0.8,0,0,5,0.7413
SM8496,lawn_tennis,singles,192.5,264.6,0.0304,0.3609,4,1.0,5,1,15,0.8342
SM8497,lawn_tennis,singles,328.4,254.6,0.2926,0.0794,4,0.5,2,0,260,0.5944
SM8498,lawn_tennis,singles,118.8,134.4,0.0775,0.3551,0,1.0,0,1,7,0.7589
SM8499,lawn_tennis,singles,218.9,180.2,0.0363,0.3134,13,1.0,0,1,56,0.7629
SM8500,lawn_tennis,singles,614.9,112.6,0.3014,0.2087,3,1.0,0,0,49,0.4571
SM8501,lawn_tennis,singles,50.5,241.3,0.089,0.1669,4,1.0,2,1,6,0.8951
SM8502,lawn_tennis,singles,181.2,261.7,0.1654,0.3105,1,1.0,0,0,22,0.7325
SM8503,lawn_tennis,singles,335.4,130.7,0.2454,0.181,2,1.0,2,0,92,0.6446
SM8504,lawn_tennis,singles,339.4,238.2,0.1018,0.1175,2,0.8,0,0,129,0.5515
SM8505,lawn_tennis,singles,602.4,163.2,0.3004,0.0282,2,0.2,2,0,32,0.3083
SM8506,lawn_tennis,singles,51.8,239.3,0.1476,0.2309,3,1.0,2,0,22,0.96
SM8507,lawn_tennis,singles,168.7,183.6,0.0636,0.3259,0,1.0,0,1,23,0.8817
SM8508,lawn_tennis,singles,137.8,280.5,0.0239,0.0426,6,1.0,0,0,9,0.8007
SM8509,lawn_tennis,singles,849.5,198.8,0.506,0.3068,0,0.5,3,0,61,0.4571
SM8510,lawn_tennis,singles,76.0,302.5,0.0536,0.0364,7,0.5,0,1,51,0.8963
SM8511,lawn_tennis,singles,469.5,169.9,0.1236,0.1006,3,1.0,0,0,51,0.4032
SM8512,lawn_tennis,singles,431.8,222.1,0.124,0.0465,0,1.0,0,0,203,0.4572
SM8513,lawn_tennis,singles,310.7,243.0,0.0337,0.5471,2,0.8,0,0,137,0.6189
SM8514,lawn_tennis,singles,357.1,184.2,0.1905,0.1292,1,0.8,5,0,63,0.5753
SM8515,lawn_tennis,singles,68.1,204.3,0.0929,0.0647,4,0.8,0,1,59,0.8532
SM8516,lawn_tennis,singles,501.3,246.6,0.3737,0.0982,2,0.5,3,0,440,0.4791
SM8517,lawn_tennis,singles,306.8,303.8,0.2616,0.041,7,1.0,0,1,30,0.6844
SM8518,lawn_tennis,singles,903.3,180.6,0.6901,0.0751,1,0.5,1,0,408,0.426
SM8519,lawn_tennis,singles,323.7,234.6,0.0908,0.268,0,0.5,1,0,17,0.6375
SM8520,lawn_tennis,singles,434.2,243.8,0.4136,0.2862,0,1.0,0,0,61,0.5843
SM8521,lawn_tennis,singles,354.2,201.4,0.0815,0.5523,3,0.5,0,0,28,0.38
SM8522,lawn_tennis,singles,339.4,237.6,0.3739,0.2201,3,0.5,2,0,40,0.5802
SM8523,lawn_tennis,singles,135.3,231.7,0.0368,0.5928,2,1.0,0,0,366,0.8561
SM8524,lawn_tennis,singles,38.1,221.7,0.0572,0.2555,1,0.5,2,0,267,0.9255
SM8525,lawn_tennis,singles,201.0,198.5,0.1945,0.2785,5,0.5,0,1,17,0.652
SM8526,lawn_tennis,singles,550.2,134.2,0.3057,0.2058,7,0.8,0,0,41,0.5221
SM8527,lawn_tennis,singles,31.7,264.9,0.0827,0.511,3,0.5,0,0,114,0.7994
SM8528,lawn_tennis,singles,841.3,228.2,0.5707,0.2057,1,0.5,0,0,27,0.465
SM8529,lawn_tennis,singles,142.8,179.2,0.1874,0.277,4,1.0,3,1,7,0.7836
SM8530,lawn_tennis,singles,293.4,130.2,0.0853,0.3501,3,1.0,0,0,62,0.56
SM8531,lawn_tennis,singles,230.0,237.2,0.1309,0.5928,4,0.8,1,0,453,0.7626
SM8532,lawn_tennis,singles,502.7,200.4,0.3787,0.2717,2,1.0,2,0,312,0.4719
SM8533,lawn_tennis,singles,719.1,207.7,0.5688,0.041,1,1.0,0,0,3,0.4868
SM8534,lawn_tennis,singles,731.0,225.7,0.4113,0.0031,2,1.0,0,0,34,0.5375
SM8535,lawn_tennis,singles,992.8,213.8,0.5763,0.0844,5,1.0,1,0,159,0.5323
SM8536,lawn_tennis,singles,415.0,297.0,0.2251,0.227,4,1.0,2,1,216,0.5658
SM8537,lawn_tennis,singles,463.8,179.9,0.0947,0.1389,6,0.5,3,0,27,0.4908
