player_id,skill_category,rating,rating_deviation,win_rate,activeness_score,matches_played,current_streak,days_since_last_match,gender
P2590,advanced,1497.8,144.4,0.4162,0.3569,18,0,18,M
P2591,intermediate,1456.2,215.1,0.3481,0.4682,21,0,61,M
P2592,advanced,1871.3,108.1,0.5097,0.5805,22,1,9,F
P2593,beginner,1022.1,252.3,0.05,0.0974,6,-1,103,M
P2594,intermediate,1270.2,198.0,0.3336,0.2924,16,-4,56,M
P2595,beginner,1110.6,332.6,0.2263,0.5041,43,-3,14,F
P2596,beginner,1059.1,183.8,0.1435,0.1363,16,1,36,F
P2597,intermediate,1455.6,192.1,0.3423,0.5017,16,0,58,M
P2598,intermediate,1632.0,212.3,0.5308,0.2261,12,-1,7,M
P2599,beginner,1145.2,237.0,0.1506,0.4901,11,3,43,M
P2600,beginner,993.0,219.8,0.1715,0.6158,17,5,29,F
P2601,intermediate,1337.6,157.2,0.407,0.8309,26,-3,19,M
P2602,advanced,2090.9,164.8,0.6211,0.2205,5,-5,21,F
P2603,intermediate,1395.8,274.2,0.2544,0.4016,13,1,22,M
P2604,intermediate,1278.3,172.4,0.4029,0.2568,12,5,33,M
P2605,beginner,918.3,316.3,0.0971,0.3868,5,-4,8,F
P2606,beginner,962.5,304.7,0.1721,0.3876,82,-4,56,M
P2607,beginner,1071.6,325.1,0.1117,0.496,15,1,28,F
P2608,intermediate,1121.6,194.7,0.3094,0.5565,14,-5,24,M
P2609,intermediate,1274.3,235.9,0.4126,0.8359,28,2,6,F
P2610,beginner,1170.9,316.3,0.3022,0.2695,15,1,117,M
P2611,beginner,1156.2,350.0,0.22,0.1121,10,-2,114,F
P2612,intermediate,1457.9,145.5,0.4901,0.4313,25,-2,6,M
P2613,intermediate,1412.0,228.3,0.3366,0.3808,10,-1,8,F
P2614,beginner,1031.7,291.5,0.0517,0.1778,5,5,133,M
P2615,advanced,1738.3,135.8,0.4384,0.6123,33,0,25,F
P2616,beginner,912.3,228.7,0.0902,0.3211,9,-2,45,M
P2617,advanced,1577.1,96.3,0.6655,0.2072,10,0,32,M
P2618,expert,2030.1,144.3,0.7519,0.5395,24,-4,30,F
P2619,beginner,1117.4,276.7,0.1983,0.3273,12,-2,5,F
P2620,beginner,1029.3,254.7,0.0866,0.2849,5,3,13,M
P2621,beginner,1099.9,309.7,0.351,0.5723,45,2,2,F
P2622,beginner,913.0,230.7,0.0925,0.3343,5,1,0,M
P2623,intermediate,1405.9,164.7,0.35,0.4736,50,0,49,M
P2624,intermediate,1375.5,272.5,0.5538,0.14,12,0,31,F
P2625,advanced,1769.2,150.6,0.6216,0.2468,8,2,121,M
P2626,intermediate,1378.9,204.7,0.4608,0.4051,17,-3,41,F
P2627,beginner,1222.2,284.0,0.2944,0.4036,45,1,24,M
P2628,intermediate,1337.1,200.6,0.3462,0.6912,16,-5,1,M
P2629,intermediate,1363.9,194.7,0.3473,0.6848,48,0,23,F
P2630,intermediate,1007.8,227.8,0.1364,0.439,21,0,9,F
P2631,beginner,1096.7,232.6,0.2008,0.4812,11,0,6,F
P2632,intermediate,1037.6,183.4,0.1268,0.4652,8,0,15,M
P2633,intermediate,1369.3,212.5,0.2025,0.3683,34,-2,41,M
P2634,advanced,1630.5,176.3,0.676,0.4556,12,0,4,F
P2635,intermediate,1404.8,223.6,0.3674,0.1634,7,2,102,M
P2636,beginner,1059.7,283.0,0.05,0.295,13,2,7,M
P2637,intermediate,1252.7,329.2,0.2943,0.6752,154,-2,15,F
P2638,beginner,1108.1,179.8,0.1845,0.4948,13,-4,22,F
P2639,intermediate,1439.2,188.2,0.5347,0.6445,127,1,35,M
P2640,intermediate,1442.6,151.3,0.5922,0.4811,15,1,74,M
P2641,advanced,1905.7,121.1,0.6253,0.2411,7,0,164,F
P2642,beginner,1170.8,350.0,0.2419,0.3015,23,1,1,F
P2643,advanced,1805.4,198.0,0.6478,0.2406,10,2,33,F
P2644,intermediate,1396.5,134.6,0.4132,0.2205,14,2,57,M
P2645,intermediate,1577.5,241.0,0.4606,0.2066,13,4,88,M
P2646,intermediate,1403.8,203.9,0.3853,0.3192,14,0,1,F
P2647,intermediate,1344.4,167.0,0.3549,0.6493,9,0,54,M
P2648,intermediate,1158.2,161.3,0.2462,0.4105,73,0,6,M
P2649,beginner,936.5,330.8,0.147,0.4462,14,-1,17,F
P2650,expert,2001.8,104.2,0.7356,0.1926,15,0,24,M
P2651,expert,2095.3,50.0,0.8287,0.7383,5,-2,4,F
P2652,intermediate,1384.6,209.5,0.2706,0.3821,30,-8,44,M
P2653,beginner,917.6,241.9,0.2122,0.1344,8,-2,11,M
P2654,intermediate,1381.3,233.6,0.3916,0.0513,5,3,12,M
P2655,beginner,1012.8,215.5,0.16,0.0724,19,5,97,M
P2656,beginner,1043.9,350.0,0.162,0.2413,6,4,69,M
P2657,beginner,957.5,257.3,0.05,0.2815,5,1,39,M
P2658,beginner,1044.6,309.9,0.1814,0.5899,31,0,3,F
P2659,advanced,1665.3,137.7,0.7596,0.6574,7,3,15,M
P2660,intermediate,1480.6,79.1,0.4561,0.2159,7,-2,10,F
P2661,advanced,1593.4,113.8,0.4102,0.3157,11,1,13,F
P2662,intermediate,1321.0,246.4,0.3774,0.2162,29,4,11,M
P2663,intermediate,1047.6,182.3,0.1958,0.2415,9,0,110,M
P2664,intermediate,1654.2,159.9,0.4748,0.2815,32,-4,35,M
P2665,beginner,991.2,268.7,0.2177,0.1467,10,0,86,M
P2666,beginner,1241.0,298.4,0.2294,0.2342,27,-2,36,F
P2667,beginner,1127.3,201.7,0.228,0.2616,8,-1,29,M
P2668,intermediate,1182.6,206.7,0.2667,0.1182,6,-5,28,M
P2669,expert,2006.8,98.7,0.6178,0.2971,50,0,13,M
P2670,beginner,897.1,244.0,0.0911,0.2604,7,3,41,F
P2671,beginner,951.2,308.2,0.105,0.1227,31,0,19,M
P2672,advanced,1793.3,190.9,0.653,0.2266,22,-1,41,F
P2673,intermediate,1389.0,131.0,0.3774,0.2396,25,0,1,M
P2674,advanced,1605.9,155.2,0.3808,0.7432,14,2,13,M
P2675,intermediate,1461.3,210.1,0.3179,0.1544,9,-4,8,F
P2676,intermediate,1486.3,181.4,0.3979,0.5603,10,3,22,M
P2677,beginner,953.5,267.2,0.05,0.185,10,-1,22,F
P2678,intermediate,1265.1,166.1,0.2734,0.6391,18,3,18,M
P2679,beginner,1033.1,250.0,0.2474,0.6577,7,0,38,M
P2680,intermediate,1476.9,168.8,0.4812,0.5014,8,-4,49,M
P2681,intermediate,1193.0,213.7,0.205,0.1389,20,0,20,F
P2682,intermediate,1477.1,220.2,0.4623,0.7189,39,-1,37,F
P2683,intermediate,1152.9,172.8,0.1336,0.5381,5,0,4,F
P2684,intermediate,1636.9,208.5,0.4663,0.158,16,0,15,M
P2685,beginner,1152.0,316.7,0.3185,0.5157,18,2,5,M
P2686,advanced,1857.8,153.0,0.6965,0.3578,35,-5,1,F
P2687,intermediate,1379.0,149.4,0.3109,0.6336,20,0,1,F
P2688,beginner,901.4,247.4,0.05,0.1583,24,0,68,M
P2689,beginner,1092.1,217.4,0.1823,0.894,50,2,3,F
P2690,beginner,965.5,246.5,0.1148,0.8152,41,1,25,M
P2691,advanced,1660.6,152.1,0.5572,0.7648,35,0,3,F
P2692,intermediate,1448.4,175.1,0.2856,0.6039,30,1,13,F
P2693,beginner,1041.7,306.3,0.1242,0.2414,15,4,15,M
P2694,expert,1874.5,97.5,0.6514,0.2582,22,0,4,M
P2695,advanced,1734.5,119.9,0.6198,0.6643,12,3,39,F
P2696,intermediate,1442.3,193.8,0.5653,0.5032,121,0,0,M
P2697,advanced,1731.2,154.0,0.5166,0.4967,13,-4,49,M
P2698,beginner,1039.1,274.9,0.2097,0.0724,6,4,129,M
P2699,beginner,980.3,206.9,0.1522,0.2957,25,6,16,F
P2700,intermediate,1246.2,153.9,0.3682,0.282,31,3,0,F
P2701,advanced,1668.5,159.3,0.4499,0.2534,23,1,93,F
P2702,advanced,1819.7,156.8,0.6619,0.316,25,3,61,F
P2703,beginner,1002.6,255.4,0.1109,0.3294,29,-2,46,M
P2704,intermediate,1442.9,180.6,0.4526,0.5982,22,-2,18,F
P2705,intermediate,1467.6,178.8,0.3978,0.5754,12,2,40,M
P2706,beginner,1181.4,222.9,0.2904,0.7324,52,-3,39,F
P2707,intermediate,1684.8,217.6,0.5615,0.3634,22,1,19,F
P2708,intermediate,1325.2,217.5,0.1838,0.4984,30,4,30,M
P2709,beginner,1027.8,268.8,0.2491,0.3271,12,-1,106,M
P2710,beginner,1051.2,350.0,0.199,0.3288,14,4,1,F
P2711,expert,2180.3,81.2,0.7727,0.5486,8,-3,9,F
P2712,intermediate,1174.5,210.5,0.1393,0.0915,5,2,231,F
P2713,beginner,1003.8,331.7,0.0544,0.4581,18,-3,27,F
P2714,beginner,1020.9,314.7,0.1416,0.5706,104,6,33,M
P2715,beginner,1101.8,270.8,0.1259,0.4375,36,5,20,F
P2716,intermediate,1382.1,207.7,0.2898,0.5814,23,0,4,M
P2717,intermediate,1329.5,194.1,0.2831,0.6181,5,-3,16,F
P2718,advanced,1681.8,163.2,0.7022,0.224,5,2,20,M
P2719,beginner,1153.1,291.6,0.3362,0.6637,18,5,15,M
P2720,intermediate,1303.0,162.8,0.426,0.2225,22,2,29,M
P2721,intermediate,1319.8,192.0,0.3871,0.4121,41,-1,33,F
P2722,beginner,1170.9,324.6,0.3209,0.588,12,2,29,M
P2723,beginner,1119.8,288.5,0.303,0.435,19,3,48,F
P2724,advanced,1623.9,224.1,0.4524,0.5545,36,2,48,M
P2725,intermediate,1265.5,230.9,0.1575,0.1195,10,-2,22,F
P2726,intermediate,1392.1,149.0,0.4342,0.2092,14,0,18,M
P2727,beginner,1015.1,283.2,0.176,0.5547,18,-1,76,F
P2728,intermediate,1358.4,251.0,0.2849,0.556,24,-4,21,M
P2729,beginner,1093.7,350.0,0.2015,0.3175,7,-1,39,F
P2730,intermediate,1301.1,178.5,0.3972,0.2315,23,0,78,M
P2731,intermediate,1419.0,126.2,0.4482,0.2214,5,3,15,F
P2732,expert,1993.5,162.8,0.8353,0.2355,17,2,57,F
P2733,intermediate,1526.9,211.9,0.4196,0.3442,5,-5,14,M
P2734,advanced,1758.9,50.0,0.631,0.7768,59,-1,6,F
P2735,advanced,1680.7,97.8,0.5011,0.5997,13,-3,31,M
P2736,intermediate,1198.9,202.5,0.1984,0.452,10,0,29,M
P2737,intermediate,1233.8,177.0,0.3662,0.1678,7,1,62,F
P2738,advanced,1906.5,145.8,0.6362,0.3365,8,2,27,F
P2739,advanced,1518.5,152.7,0.484,0.4566,20,1,37,F
P2740,beginner,1005.8,251.2,0.05,0.7308,29,1,6,F
P2741,intermediate,1389.3,186.8,0.424,0.1129,5,0,300,M
P2742,advanced,1830.9,138.1,0.6695,0.5715,72,0,22,F
P2743,beginner,941.7,349.8,0.1309,0.546,21,-3,17,M
P2744,intermediate,1284.9,191.2,0.3295,0.5618,12,0,32,M
P2745,intermediate,1665.1,205.1,0.5343,0.1482,5,-6,187,M
P2746,advanced,1743.0,118.1,0.5327,0.3841,7,3,83,F
P2747,intermediate,1630.3,264.6,0.4796,0.2245,25,2,43,F
P2748,advanced,1785.6,131.6,0.7394,0.3767,27,5,20,F
P2749,advanced,1731.6,91.2,0.5753,0.1407,8,-1,13,F
P2750,beginner,1087.0,300.4,0.1706,0.19,20,-3,267,F
P2751,advanced,1563.4,199.5,0.4332,0.5109,12,-2,0,M
P2752,intermediate,1597.1,188.4,0.4689,0.0775,5,1,14,F
P2753,intermediate,1301.4,198.8,0.4163,0.1658,8,4,83,M
P2754,intermediate,1280.8,161.0,0.2963,0.2288,20,4,85,F
P2755,advanced,1824.1,136.1,0.5884,0.0432,13,-2,0,F
P2756,intermediate,1077.1,225.6,0.2449,0.2997,22,0,21,F
P2757,intermediate,1344.8,255.3,0.431,0.4611,17,1,5,M
P2758,advanced,1666.9,161.3,0.3794,0.3222,17,2,30,F
P2759,beginner,875.3,337.2,0.0792,0.6015,91,-3,1,F
P2760,intermediate,1134.1,128.3,0.367,0.2283,10,-2,73,M
P2761,beginner,800.0,216.9,0.05,0.6084,95,-1,1,F
P2762,intermediate,1374.2,204.3,0.4177,0.1405,22,-1,2,F
P2763,intermediate,1149.4,217.9,0.3785,0.7166,9,4,2,F
P2764,advanced,1659.9,160.0,0.5577,0.2685,16,-2,52,M
P2765,intermediate,1278.4,187.6,0.3362,0.8164,23,-4,0,M
P2766,beginner,1101.3,350.0,0.1174,0.6261,73,0,18,M
P2767,advanced,1775.6,167.3,0.6106,0.4561,35,1,25,M
P2768,intermediate,1464.5,260.1,0.308,0.2182,5,0,13,M
P2769,beginner,936.6,291.2,0.0579,0.2797,22,-5,40,M
P2770,beginner,1026.7,337.8,0.1016,0.088,7,4,4,F
P2771,advanced,1498.4,114.6,0.4068,0.4387,15,0,15,F
P2772,beginner,892.7,304.0,0.05,0.4491,24,0,19,M
P2773,intermediate,1255.4,199.1,0.3417,0.7825,54,-1,47,M
P2774,beginner,856.3,245.8,0.05,0.7388,31,0,12,M
P2775,intermediate,1265.5,199.2,0.2382,0.1392,27,0,54,F
P2776,advanced,1682.9,183.2,0.5643,0.5949,28,2,8,M
P2777,beginner,1205.2,256.0,0.318,0.4384,11,2,10,F
P2778,intermediate,1310.0,236.2,0.2765,0.3929,8,1,50,F
P2779,beginner,993.7,287.1,0.1709,0.5863,36,1,2,F
P2780,expert,1984.7,149.8,0.7719,0.5686,24,-1,39,F
P2781,beginner,874.6,296.1,0.1607,0.551,15,0,2,F
P2782,intermediate,1201.0,208.5,0.313,0.1324,6,1,12,F
P2783,beginner,1082.5,271.6,0.0858,0.4292,79,0,15,F
P2784,beginner,889.8,279.5,0.0793,0.0678,8,-3,6,F
P2785,beginner,1218.8,293.3,0.3473,0.8309,76,3,3,M
P2786,intermediate,1310.7,206.7,0.5357,0.2896,24,2,124,F
P2787,intermediate,1454.2,227.8,0.3959,0.0793,12,0,28,F
P2788,advanced,1666.3,70.3,0.5384,0.4358,33,-4,4,F
P2789,expert,2206.3,101.9,0.8292,0.5949,28,3,12,F
P2790,intermediate,1369.8,193.8,0.2533,0.33,7,3,66,M
P2791,beginner,1035.6,252.6,0.116,0.2342,18,-1,26,M
P2792,advanced,1538.9,109.1,0.4938,0.5211,84,-4,19,M
P2793,beginner,1056.0,288.3,0.1596,0.015,5,-2,101,M
P2794,advanced,1647.3,144.1,0.5039,0.21,8,-4,71,M
P2795,beginner,863.8,269.8,0.1709,0.6621,63,5,7,M
P2796,beginner,1042.1,300.6,0.1039,0.2725,29,0,1,F
P2797,beginner,1119.7,300.7,0.0683,0.4791,30,0,0,F
P2798,intermediate,1314.4,158.8,0.1804,0.2539,16,3,41,M
P2799,intermediate,1471.0,224.6,0.5369,0.5755,7,2,4,F
P2800,intermediate,1390.9,151.1,0.4728,0.1711,8,3,62,F
P2801,intermediate,1462.9,148.3,0.4305,0.5976,26,1,5,F
P2802,advanced,1647.4,163.7,0.5443,0.0956,11,-2,130,F
P2803,intermediate,1410.7,230.7,0.4556,0.1504,14,2,90,F
P2804,intermediate,1370.1,186.7,0.4012,0.4196,12,-1,11,F
P2805,intermediate,1303.8,177.4,0.3232,0.2158,8,3,42,M
P2806,intermediate,1311.8,224.3,0.4017,0.2536,19,-4,8,M
P2807,advanced,1606.8,140.4,0.5442,0.5,6,2,8,M
P2808,intermediate,1344.8,189.5,0.3039,0.3526,17,5,0,M
P2809,intermediate,1534.4,181.9,0.4464,0.3019,7,1,29,M
P2810,intermediate,1695.0,175.9,0.6141,0.4891,10,0,33,F
P2811,intermediate,1345.6,173.0,0.3898,0.6935,27,0,17,F
P2812,intermediate,1246.2,198.0,0.3603,0.0667,7,3,49,M
P2813,advanced,1625.1,171.4,0.4736,0.2637,10,-2,4,F
P2814,intermediate,1468.3,239.6,0.4791,0.4599,15,0,80,F
P2815,intermediate,1429.0,98.1,0.3584,0.4749,32,4,11,F
P2816,advanced,1739.5,118.2,0.6378,0.7601,5,-2,24,F
P2817,advanced,1607.4,74.7,0.4967,0.4699,24,2,58,M
P2818,beginner,1199.2,335.7,0.1994,0.3833,21,-2,5,F
P2819,intermediate,1196.7,248.3,0.2296,0.1923,17,-2,17,F
P2820,advanced,1741.9,170.8,0.7546,0.6209,23,-1,10,F
P2821,intermediate,1433.8,192.2,0.4323,0.4955,23,6,83,F
P2822,beginner,888.0,298.1,0.0871,0.391,31,-1,6,F
P2823,intermediate,1266.8,244.7,0.2764,0.4314,31,-1,14,F
P2824,intermediate,1189.5,102.2,0.2204,0.8036,99,-1,6,F
P2825,intermediate,1220.0,226.5,0.3433,0.6347,88,1,45,F
P2826,intermediate,1554.1,229.4,0.4461,0.5496,33,-5,41,F
P2827,advanced,1705.3,175.1,0.4563,0.1224,10,2,62,M
P2828,intermediate,1695.0,179.7,0.4003,0.712,28,0,20,M
P2829,intermediate,1045.1,138.6,0.1961,0.3536,20,-1,9,F
P2830,advanced,1552.7,170.6,0.6425,0.3706,6,0,3,F
P2831,advanced,1480.3,160.7,0.458,0.2809,6,0,1,M
P2832,intermediate,1409.3,167.6,0.2569,0.7215,54,-2,26,F
P2833,intermediate,1338.1,202.2,0.5009,0.4849,28,-3,9,F
P2834,intermediate,1368.3,250.8,0.3132,0.0411,5,-3,110,M
P2835,advanced,1435.0,116.1,0.4376,0.3408,6,1,43,M
P2836,beginner,1060.1,318.6,0.0904,0.2392,27,-5,13,M
P2837,expert,2085.8,109.2,0.8642,0.5837,23,-5,10,F
P2838,advanced,1700.8,117.8,0.5873,0.245,21,-1,57,F
P2839,expert,1910.6,133.1,0.6979,0.4371,63,-3,34,F
P2840,intermediate,1241.2,206.2,0.2987,0.6557,92,-2,36,F
P2841,intermediate,1314.3,243.4,0.1322,0.3967,23,0,36,M
P2842,advanced,1728.5,153.1,0.5435,0.5603,77,-4,12,M
P2843,intermediate,1370.8,192.1,0.3446,0.4119,27,2,15,M
P2844,intermediate,1344.9,218.6,0.3609,0.0522,7,2,13,F
P2845,beginner,845.1,313.4,0.0643,0.6096,32,0,17,M
P2846,intermediate,1090.7,207.9,0.1282,0.3464,14,1,31,F
P2847,advanced,1433.9,130.3,0.4247,0.5245,59,1,17,M
P2848,intermediate,1371.9,251.2,0.3411,0.0903,5,2,64,M
P2849,beginner,1123.8,254.0,0.1631,0.2286,5,-1,5,F
P2850,intermediate,1207.2,226.6,0.2471,0.7174,37,2,13,F
P2851,intermediate,800.0,204.6,0.05,0.4351,22,-1,12,F
P2852,intermediate,1526.2,188.3,0.489,0.3623,14,-2,53,M
P2853,intermediate,1487.7,200.4,0.4286,0.6064,106,3,11,M
P2854,advanced,1549.0,160.5,0.5392,0.5105,13,3,1,M
P2855,beginner,987.9,305.3,0.05,0.0786,11,-1,92,M
P2856,intermediate,1234.3,169.3,0.3523,0.4951,11,0,24,F
P2857,intermediate,1240.8,211.9,0.2104,0.3484,26,1,15,M
P2858,intermediate,1243.0,206.6,0.2654,0.7721,30,-2,7,F
P2859,intermediate,1232.6,216.6,0.2472,0.7212,67,4,5,F
P2860,intermediate,1350.8,168.5,0.3546,0.4264,33,1,58,M
P2861,beginner,1023.8,256.1,0.1316,0.0821,9,2,26,M
P2862,intermediate,1190.7,256.0,0.2387,0.2184,9,0,107,F
P2863,beginner,1252.2,263.6,0.1965,0.1601,9,-2,19,M
P2864,intermediate,1572.3,262.4,0.5653,0.5056,79,0,28,F
P2865,beginner,1109.8,293.5,0.2855,0.442,27,-2,37,M
P2866,beginner,1013.5,290.8,0.2484,0.2115,24,3,37,F
P2867,intermediate,1297.1,119.4,0.1969,0.2593,36,1,76,F
P2868,beginner,1101.6,190.7,0.1237,0.7984,24,-3,25,F
P2869,expert,1887.4,98.6,0.7815,0.7051,14,-4,48,F
P2870,beginner,1094.9,308.1,0.1106,0.3126,11,0,0,M
P2871,beginner,1137.3,331.0,0.0821,0.0786,6,-2,1,F
P2872,beginner,1010.3,226.7,0.1325,0.3405,11,8,34,F
P2873,intermediate,1444.3,189.4,0.527,0.6406,30,-1,50,F
P2874,intermediate,1387.1,180.3,0.3056,0.4044,20,-3,115,F
P2875,advanced,1941.5,160.9,0.6095,0.8793,6,0,43,F
P2876,intermediate,1301.1,238.8,0.287,0.324,14,0,9,M
P2877,advanced,1842.3,150.7,0.6448,0.3742,25,-1,1,M
P2878,beginner,1081.0,277.0,0.343,0.1895,31,1,60,F
P2879,beginner,1080.7,284.2,0.2392,0.388,83,0,11,F
P2880,intermediate,1206.0,185.8,0.3173,0.6301,8,0,19,M
P2881,intermediate,1353.6,200.9,0.3816,0.3313,24,1,14,M
P2882,advanced,1503.4,105.6,0.3759,0.3536,26,0,89,M
P2883,advanced,1441.2,127.9,0.3542,0.641,64,0,19,F
P2884,intermediate,1117.3,232.0,0.2135,0.3091,10,-4,96,F
P2885,intermediate,1626.6,261.1,0.5409,0.1615,7,1,14,F
P2886,beginner,1184.7,307.7,0.203,0.3368,7,2,8,M
P2887,intermediate,1322.9,237.4,0.235,0.1738,8,-1,58,M
P2888,intermediate,1033.7,140.2,0.2494,0.2356,12,1,3,F
P2889,beginner,940.9,305.0,0.1074,0.482,47,-1,2,M
P2890,intermediate,1250.8,250.0,0.2618,0.4139,30,0,18,M
P2891,beginner,1080.6,151.9,0.2748,0.829,17,-3,1,F
P2892,intermediate,1390.3,180.0,0.4042,0.2218,7,1,17,F
P2893,advanced,1698.2,107.0,0.6696,0.6006,14,-1,68,F
P2894,beginner,956.5,267.8,0.05,0.5199,28,2,42,M
P2895,beginner,1328.9,297.8,0.3248,0.2453,16,6,34,M
P2896,beginner,1099.2,298.3,0.2633,0.1712,5,3,17,F
P2897,intermediate,1339.1,211.8,0.2671,0.6199,30,-1,38,M
P2898,intermediate,1056.0,134.5,0.1423,0.1001,5,3,28,M
P2899,beginner,1284.7,228.0,0.2703,0.5634,37,0,6,M
P2900,beginner,1053.7,243.1,0.156,0.464,53,4,59,F
P2901,beginner,1035.1,269.2,0.1132,0.4015,10,3,19,M
P2902,expert,2037.5,94.9,0.7694,0.6415,94,0,5,M
P2903,intermediate,1467.7,168.9,0.5088,0.2946,12,-1,56,F
P2904,intermediate,1472.9,172.9,0.4493,0.363,7,-3,8,F
P2905,beginner,1159.3,296.2,0.1734,0.584,8,3,1,M
P2906,advanced,1748.9,194.7,0.6609,0.5132,32,0,5,M
P2907,intermediate,1464.0,240.9,0.5757,0.5264,8,1,2,M
P2908,advanced,1486.6,187.3,0.4729,0.6284,8,0,20,M
P2909,intermediate,1208.6,186.5,0.3794,0.3843,26,2,5,M
P2910,beginner,1293.8,304.2,0.243,0.2999,9,-4,22,F
P2911,beginner,910.1,281.7,0.1929,0.4946,20,2,49,M
P2912,intermediate,1159.3,247.9,0.2079,0.4295,5,0,0,F
P2913,beginner,1064.8,277.9,0.314,0.6615,15,0,10,M
P2914,beginner,989.4,258.2,0.054,0.5791,28,0,31,F
P2915,beginner,842.0,205.1,0.05,0.5799,18,-2,12,F
P2916,beginner,1231.2,350.0,0.3671,0.7748,54,-5,17,M
P2917,beginner,1178.6,298.1,0.3133,0.0693,5,-7,48,M
P2918,intermediate,1461.8,220.9,0.4336,0.4569,19,0,72,F
P2919,advanced,1808.3,162.8,0.6243,0.3377,13,3,14,M
P2920,intermediate,1207.5,237.5,0.135,0.3281,5,0,62,M
P2921,intermediate,1477.3,244.4,0.4952,0.7349,133,-2,7,M
P2922,beginner,932.7,300.4,0.07,0.2483,49,-3,10,M
P2923,advanced,1673.9,158.3,0.5771,0.5944,55,-3,67,F
P2924,beginner,1113.3,288.7,0.2577,0.3048,42,-5,21,M
P2925,advanced,1592.8,126.4,0.6487,0.3914,10,-3,10,F
P2926,beginner,899.4,265.4,0.0685,0.3893,8,-1,40,F
P2927,expert,1990.6,109.8,0.7021,0.0677,8,4,61,M
P2928,beginner,1203.8,266.0,0.2863,0.8149,17,3,10,F
P2929,beginner,1154.2,320.9,0.206,0.7292,6,0,7,M
P2930,beginner,864.0,293.2,0.0515,0.6039,36,3,32,F
P2931,intermediate,1235.3,169.8,0.3406,0.4144,22,-2,25,F
P2932,advanced,1743.0,97.1,0.5513,0.5073,33,-2,26,F
P2933,advanced,1803.7,142.8,0.7636,0.3328,17,1,28,F
P2934,advanced,1570.2,70.0,0.3903,0.3447,7,-2,7,F
P2935,intermediate,1182.9,241.2,0.2305,0.4774,13,0,9,F
P2936,intermediate,1498.9,194.5,0.3057,0.1776,28,1,24,F
P2937,beginner,1022.5,337.8,0.05,0.4621,17,0,65,F
P2938,beginner,960.7,312.3,0.1154,0.228,12,-2,122,F
P2939,advanced,1621.7,122.5,0.4885,0.1402,5,0,40,F
P2940,beginner,971.3,245.6,0.05,0.7727,32,-2,7,F
P2941,intermediate,1352.0,240.3,0.3845,0.1065,15,-2,21,F
P2942,beginner,1154.3,291.0,0.2635,0.6085,17,3,69,F
P2943,intermediate,1369.3,203.1,0.3932,0.1729,9,3,6,M
P2944,beginner,1054.3,259.7,0.0946,0.6336,49,0,0,M
P2945,expert,2018.5,142.8,0.8438,0.4694,6,-6,71,M
P2946,intermediate,1359.4,194.6,0.4585,0.5011,11,-1,14,F
P2947,advanced,1631.3,199.9,0.6616,0.5615,52,0,44,F
P2948,intermediate,1208.5,289.7,0.3853,0.1944,5,0,41,F
P2949,advanced,1782.7,147.3,0.4637,0.2859,5,-6,55,M
P2950,intermediate,1028.4,151.0,0.1489,0.3233,19,2,36,M
P2951,intermediate,1171.3,172.3,0.1962,0.1819,6,-2,2,M
P2952,beginner,1070.7,225.6,0.05,0.4326,83,0,99,M
P2953,beginner,800.0,247.2,0.0641,0.0269,5,-2,134,M
P2954,beginner,1032.9,326.3,0.05,0.8752,44,5,0,M
P2955,advanced,1713.8,140.0,0.7029,0.1999,5,5,63,M
P2956,advanced,1616.3,122.3,0.611,0.5645,27,-4,13,M
P2957,intermediate,1146.0,156.2,0.2397,0.2429,9,-1,31,F
P2958,intermediate,1295.1,151.0,0.3001,0.2993,6,0,5,M
P2959,beginner,1165.5,259.9,0.1616,0.267,30,-2,27,F
P2960,beginner,1025.0,300.1,0.1454,0.565,59,0,3,F
P2961,intermediate,1548.1,121.4,0.4347,0.2117,12,0,7,F
P2962,intermediate,1445.3,197.0,0.4282,0.3516,6,0,159,M
P2963,beginner,993.8,241.2,0.1815,0.4892,9,0,13,F
P2964,intermediate,1418.4,282.8,0.2982,0.6518,8,-4,2,M
P2965,beginner,1094.1,182.8,0.1908,0.5287,102,10,16,M
P2966,intermediate,1484.8,184.4,0.4383,0.5495,11,-2,115,F
P2967,beginner,919.4,278.3,0.05,0.5925,56,1,15,F
P2968,advanced,1667.2,152.0,0.5523,0.7638,45,-3,0,F
P2969,beginner,829.9,320.9,0.05,0.6553,22,-2,14,F
P2970,beginner,1259.2,264.0,0.2811,0.5981,47,2,9,M
P2971,advanced,1673.0,90.6,0.6404,0.2524,13,0,1,F
P2972,intermediate,1375.1,221.0,0.3006,0.2746,6,0,22,M
P2973,advanced,1892.6,63.4,0.6554,0.8491,20,-3,25,M
P2974,intermediate,1256.2,277.3,0.3754,0.29,10,1,31,F
P2975,intermediate,1254.3,189.1,0.2341,0.0694,9,3,81,M
P2976,intermediate,1244.3,166.6,0.221,0.5916,69,2,1,F
P2977,intermediate,1348.4,216.4,0.2725,0.2783,14,1,21,M
P2978,expert,2187.4,76.7,0.7901,0.4943,65,-3,20,M
P2979,beginner,1021.6,184.1,0.0931,0.6331,23,-1,21,F
P2980,beginner,1005.9,282.9,0.2125,0.6141,20,0,6,F
P2981,beginner,1223.8,249.8,0.1621,0.2692,25,1,52,M
P2982,intermediate,1266.9,165.5,0.3551,0.6591,24,4,102,F
